start_date,end_date,value,device
2021-08-10 22:53:49+01:00,2021-08-11 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-12 05:49:40+01:00,2021-08-12 05:49:53+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-12 23:58:55+01:00,2021-08-13 05:52:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-13 06:00:53+01:00,2021-08-13 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-16 05:48:00+01:00,2021-08-16 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-17 05:48:02+01:00,2021-08-17 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-17 22:00:00+01:00,2021-08-18 05:56:33+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-18 05:59:07+01:00,2021-08-18 05:59:47+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-18 22:00:00+01:00,2021-08-19 06:09:07+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-19 06:13:27+01:00,2021-08-19 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-19 22:13:24+01:00,2021-08-20 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-23 05:12:02+01:00,2021-08-23 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-23 22:00:00+01:00,2021-08-24 06:12:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-24 06:12:42+01:00,2021-08-24 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-24 22:36:34+01:00,2021-08-25 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-25 22:00:00+01:00,2021-08-26 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-26 22:00:00+01:00,2021-08-27 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-29 22:00:00+01:00,2021-08-30 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-30 22:12:40+01:00,2021-08-31 05:46:11+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-31 05:47:16+01:00,2021-08-31 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-08-31 22:23:02+01:00,2021-09-01 05:50:56+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-01 05:57:16+01:00,2021-09-01 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-01 22:00:00+01:00,2021-09-02 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-02 22:00:00+01:00,2021-09-03 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-05 22:00:00+01:00,2021-09-06 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-06 22:15:11+01:00,2021-09-07 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-07 22:00:00+01:00,2021-09-08 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-08 22:00:00+01:00,2021-09-09 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-09 22:30:41+01:00,2021-09-10 05:59:32+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-10 06:00:41+01:00,2021-09-10 06:05:27+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-13 04:52:14+01:00,2021-09-13 06:09:42+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-13 22:25:58+01:00,2021-09-14 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-14 22:00:00+01:00,2021-09-14 23:45:57+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-14 23:46:08+01:00,2021-09-15 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-15 22:44:16+01:00,2021-09-16 06:10:20+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-16 06:10:31+01:00,2021-09-16 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-16 22:00:00+01:00,2021-09-17 05:24:13+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-17 05:24:17+01:00,2021-09-17 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-19 22:00:00+01:00,2021-09-20 05:47:44+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-20 05:50:47+01:00,2021-09-20 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-21 00:44:57+01:00,2021-09-21 05:42:09+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-21 05:43:07+01:00,2021-09-21 05:43:12+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-21 05:44:52+01:00,2021-09-21 05:51:57+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-21 22:00:00+01:00,2021-09-22 04:41:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-22 04:41:49+01:00,2021-09-22 04:42:35+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-22 04:48:52+01:00,2021-09-22 05:16:15+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-22 22:00:00+01:00,2021-09-23 05:31:36+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-23 05:32:42+01:00,2021-09-23 05:38:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-23 22:13:53+01:00,2021-09-24 05:54:28+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-24 05:54:42+01:00,2021-09-24 05:59:33+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-26 22:21:59+01:00,2021-09-27 05:34:55+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-27 22:45:32+01:00,2021-09-28 06:06:08+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-28 23:54:56+01:00,2021-09-29 05:32:49+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-29 22:00:00+01:00,2021-09-30 05:57:23+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-09-30 22:25:46+01:00,2021-10-01 05:35:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-03 22:02:03+01:00,2021-10-04 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-04 22:32:50+01:00,2021-10-05 05:17:39+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-05 22:00:00+01:00,2021-10-06 06:11:51+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-06 06:11:51+01:00,2021-10-06 06:11:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-06 22:40:48+01:00,2021-10-07 05:51:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-07 22:00:00+01:00,2021-10-08 05:54:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-10 22:00:00+01:00,2021-10-11 05:26:49+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-11 22:00:00+01:00,2021-10-12 06:06:19+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-12 22:00:19+01:00,2021-10-13 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-13 22:00:00+01:00,2021-10-14 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-14 22:00:00+01:00,2021-10-15 05:05:48+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-15 05:13:40+01:00,2021-10-15 05:18:28+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-17 22:00:00+01:00,2021-10-18 05:02:47+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-18 05:06:53+01:00,2021-10-18 05:15:58+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-18 05:16:05+01:00,2021-10-18 05:30:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-18 22:38:45+01:00,2021-10-19 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-20 01:07:29+01:00,2021-10-20 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-20 22:50:05+01:00,2021-10-21 06:15:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-21 22:23:07+01:00,2021-10-22 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-24 22:00:00+01:00,2021-10-25 05:04:19+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-25 05:10:58+01:00,2021-10-25 05:18:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-25 22:00:00+01:00,2021-10-26 03:22:54+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-26 03:23:31+01:00,2021-10-26 05:25:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-27 00:08:01+01:00,2021-10-27 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-27 23:42:00+01:00,2021-10-28 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-28 22:44:57+01:00,2021-10-29 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-10-31 23:00:00+01:00,2021-11-01 07:00:46+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-01 07:02:14+01:00,2021-11-01 07:04:26+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-01 07:04:38+01:00,2021-11-01 07:05:31+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-01 23:00:00+01:00,2021-11-02 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-02 23:00:00+01:00,2021-11-03 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-03 23:00:00+01:00,2021-11-04 06:59:30+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-04 23:00:00+01:00,2021-11-05 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-07 23:00:00+01:00,2021-11-08 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-08 23:00:00+01:00,2021-11-09 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-09 23:00:00+01:00,2021-11-10 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-10 23:00:00+01:00,2021-11-11 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-11 23:00:00+01:00,2021-11-12 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-14 23:00:00+01:00,2021-11-15 06:39:40+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-15 23:00:00+01:00,2021-11-16 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-16 23:00:00+01:00,2021-11-17 07:02:28+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-17 23:00:00+01:00,2021-11-18 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-18 23:00:00+01:00,2021-11-19 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-21 23:05:46+01:00,2021-11-22 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-23 00:29:39+01:00,2021-11-23 07:08:37+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-24 01:10:56+01:00,2021-11-24 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-25 00:18:54+01:00,2021-11-25 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-26 00:38:31+01:00,2021-11-26 06:59:34+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-28 23:00:00+01:00,2021-11-29 06:31:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-29 06:31:26+01:00,2021-11-29 06:31:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-29 23:46:10+01:00,2021-11-30 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-11-30 23:00:00+01:00,2021-12-01 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-02 01:45:24+01:00,2021-12-02 06:46:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-02 23:00:00+01:00,2021-12-03 06:35:35+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-06 00:14:50+01:00,2021-12-06 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-06 23:47:59+01:00,2021-12-07 06:37:08+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-07 23:36:08+01:00,2021-12-08 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-08 23:00:00+01:00,2021-12-09 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-09 23:00:00+01:00,2021-12-10 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-12 23:24:02+01:00,2021-12-13 07:01:13+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-13 23:00:00+01:00,2021-12-14 06:27:09+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-14 06:27:12+01:00,2021-12-14 06:27:22+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-15 00:06:11+01:00,2021-12-15 07:05:24+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-16 00:04:54+01:00,2021-12-16 07:09:50+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-16 23:00:00+01:00,2021-12-17 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-19 23:00:00+01:00,2021-12-20 05:03:29+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-20 05:07:01+01:00,2021-12-20 05:27:10+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-20 05:27:59+01:00,2021-12-20 05:36:16+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-20 06:52:57+01:00,2021-12-20 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-20 23:00:00+01:00,2021-12-21 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-21 23:11:37+01:00,2021-12-22 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-22 23:10:09+01:00,2021-12-23 07:15:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-23 23:27:04+01:00,2021-12-24 07:15:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-26 23:00:00+01:00,2021-12-27 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-28 01:34:10+01:00,2021-12-28 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-28 23:00:00+01:00,2021-12-29 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-29 23:00:00+01:00,2021-12-30 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-30 23:00:00+01:00,2021-12-31 01:25:43+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2021-12-31 01:25:45+01:00,2021-12-31 07:15:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-03 02:10:02+01:00,2022-01-03 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-04 00:11:40+01:00,2022-01-04 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-04 23:00:00+01:00,2022-01-05 07:15:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-06 00:43:40+01:00,2022-01-06 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-07 01:29:05+01:00,2022-01-07 06:38:05+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-10 00:55:15+01:00,2022-01-10 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-10 23:40:03+01:00,2022-01-11 07:13:07+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-11 23:00:00+01:00,2022-01-12 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-12 23:00:00+01:00,2022-01-13 05:52:28+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-13 05:52:48+01:00,2022-01-13 06:17:57+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-13 06:18:16+01:00,2022-01-13 06:19:08+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-13 06:19:16+01:00,2022-01-13 06:21:20+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-14 01:42:17+01:00,2022-01-14 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-17 01:00:37+01:00,2022-01-17 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-17 23:40:43+01:00,2022-01-18 06:31:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-18 23:00:00+01:00,2022-01-19 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-19 23:13:43+01:00,2022-01-20 06:32:59+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-20 23:00:00+01:00,2022-01-21 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-24 00:32:39+01:00,2022-01-24 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-24 23:09:07+01:00,2022-01-25 06:28:12+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-25 06:28:13+01:00,2022-01-25 06:28:23+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-25 23:31:00+01:00,2022-01-26 06:07:15+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-26 06:09:16+01:00,2022-01-26 06:16:47+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-26 23:00:00+01:00,2022-01-27 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-27 23:00:00+01:00,2022-01-28 07:01:53+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-30 23:45:27+01:00,2022-01-31 07:03:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-01-31 23:00:00+01:00,2022-02-01 07:15:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-01 23:00:00+01:00,2022-02-02 06:17:49+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-02 23:33:26+01:00,2022-02-03 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-03 23:00:00+01:00,2022-02-04 06:36:31+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-06 23:00:00+01:00,2022-02-07 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-07 23:00:00+01:00,2022-02-08 06:49:38+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-08 23:00:00+01:00,2022-02-09 06:51:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-09 23:00:00+01:00,2022-02-10 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-10 23:31:33+01:00,2022-02-11 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-13 23:21:16+01:00,2022-02-14 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-14 23:53:29+01:00,2022-02-15 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-16 01:16:48+01:00,2022-02-16 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-16 23:43:24+01:00,2022-02-17 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-17 23:00:00+01:00,2022-02-18 06:48:36+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-20 23:00:00+01:00,2022-02-21 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-21 23:00:00+01:00,2022-02-22 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-22 23:00:00+01:00,2022-02-23 06:10:53+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-23 06:14:58+01:00,2022-02-23 06:21:54+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-23 23:00:00+01:00,2022-02-24 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-24 23:00:00+01:00,2022-02-25 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-27 23:00:00+01:00,2022-02-28 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-02-28 23:00:00+01:00,2022-03-01 06:40:24+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-01 23:00:00+01:00,2022-03-02 06:22:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-02 23:00:00+01:00,2022-03-03 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-03 23:00:00+01:00,2022-03-04 06:04:27+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-04 06:04:45+01:00,2022-03-04 06:05:49+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-04 06:12:12+01:00,2022-03-04 06:18:19+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-06 23:38:07+01:00,2022-03-07 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-07 23:00:00+01:00,2022-03-08 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-08 23:00:00+01:00,2022-03-09 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-09 23:14:15+01:00,2022-03-10 07:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-10 23:00:00+01:00,2022-03-11 07:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-13 23:00:00+01:00,2022-03-14 06:02:22+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-14 23:00:00+01:00,2022-03-15 06:04:55+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-15 06:04:59+01:00,2022-03-15 06:05:25+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-15 06:09:46+01:00,2022-03-15 06:17:19+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-15 23:00:00+01:00,2022-03-16 07:13:04+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-16 07:13:24+01:00,2022-03-16 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-16 23:00:00+01:00,2022-03-17 07:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-18 00:20:36+01:00,2022-03-18 06:33:07+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-20 23:36:26+01:00,2022-03-21 06:09:50+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-21 06:15:13+01:00,2022-03-21 06:21:15+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-21 23:03:07+01:00,2022-03-22 07:03:17+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-22 23:00:00+01:00,2022-03-23 06:20:23+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-23 23:00:00+01:00,2022-03-24 06:31:06+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-25 00:54:54+01:00,2022-03-25 06:32:21+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-27 22:00:00+01:00,2022-03-28 05:28:59+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-29 00:06:28+01:00,2022-03-29 05:52:26+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-29 22:18:36+01:00,2022-03-30 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-30 23:23:44+01:00,2022-03-31 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-03-31 23:20:36+01:00,2022-04-01 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-03 22:33:38+01:00,2022-04-04 05:23:59+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-04 22:00:00+01:00,2022-04-05 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-05 23:50:09+01:00,2022-04-06 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-06 22:00:00+01:00,2022-04-07 05:29:42+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-07 22:23:43+01:00,2022-04-08 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-10 22:00:00+01:00,2022-04-11 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-11 22:00:00+01:00,2022-04-12 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-13 00:27:49+01:00,2022-04-13 05:11:50+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-13 05:12:06+01:00,2022-04-13 05:13:03+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-13 05:16:12+01:00,2022-04-13 05:21:45+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-13 22:22:42+01:00,2022-04-14 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-15 00:07:27+01:00,2022-04-15 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-17 22:00:00+01:00,2022-04-18 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-18 22:00:00+01:00,2022-04-19 06:07:35+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-19 22:00:00+01:00,2022-04-20 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-20 22:53:01+01:00,2022-04-21 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-21 22:38:44+01:00,2022-04-22 06:15:02+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-24 22:00:00+01:00,2022-04-25 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-25 22:37:44+01:00,2022-04-26 06:10:52+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-26 22:00:00+01:00,2022-04-27 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-27 22:11:04+01:00,2022-04-28 06:09:13+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-04-28 22:00:00+01:00,2022-04-29 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-05-01 22:19:27+01:00,2022-05-02 00:02:09+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-05-02 22:00:00+01:00,2022-05-03 06:15:01+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-05-03 22:00:00+01:00,2022-05-04 05:24:07+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
2022-05-04 22:00:00+01:00,2022-05-05 06:15:00+01:00,HKCategoryValueSleepAnalysisInBed,iPhone
